"departure","arrival","distance_km"
"2596","2542K",7.4
"2544L","2547",3
"1118","2544J",45
"2593","2533J",5.1
"2522","2543B",5
"2545J","2516",4.8
"2291","2545J",3.4
"1012","2544H",56.7
"2624","2543S",8
"2597","2533B",6.9
"2512","2533C",2.9
"2542T","2521",4.1
"2542C","2573",3.3
"2533J","2563",2.9
"2546S","2681",6.5
"2542T","2288",4.5
"2573","2533G",2
"2514","2545N",4.6
"2544H","2552",1.3
"2542E","2511",5.9
"2543A","2513",4.7
"2546C","2517",3.5
"2565","2533L",3.6
"2545J","1012",55.7
"2253","2544H",16.7
"2518","2545P",3.7
"2546E","2627",10.6
"2542T","2571",3.5
"2544H","2572",3.1
"2596","2533S",4.7
"2333","2533V",17.9
"2544C","2571",3.4
"2288","2533L",3.6
"2573","2542N",4
"2545B","2552",2.2
"3072","2545P",21.7
"2711","2545N",14.7
"2253","2545J",15.6
"2542N","2616",8.2
"2541X","2282",4.1
"3511","2544G",58.8
"2565","2545J",3
"2563","2533A",2.2
"2533S","2624",8.2
"2545J","2525",2.4
"2566","2543B",4.5
"2722","2542E",16.9
"2542K","2562",4.5
"2541X","2555",3.4
"2511","2544C",5.6
"2542T","2512",4.4
"2564","2533G",3.1
"2544J","2718",16.4
"2554","2533L",5.4
"2333","2533A",18.2
"2275","2545J",5.6
"2533B","1816",71.5
"2541R","2291",2.6
"2624","2545C",9.2
"2585","2544G",6.4
"3072","2545C",23
"2717","2544E",15.6
"2545V","2562",2.9
"2554","2545A",3.3
"2514","2533C",4.2
"2275","2533J",4.2
"2518","2544M",5.5
"2595","2533A",4.9
"2545B","2547",2
"2521","2543A",4.3
"2514","2544J",5.7
"2521","2533A",2.9
"2245","2545P",11.5
"2545V","2571",2.5
"3012","2542J",20
"2525","2542J",4.1
"2562","2533S",2.2
"2544D","2511",5.6
"2545V","2616",8.2
"2564","2542J",3.3
"3171","2533C",22.8
"2542K","2552",2.3
"2562","2544C",3.7
"2333","2545C",18.6
"2595","2543B",6.7
"2564","2545J",2.3
"2544K","2552",1.4
"2544K","2521",4.6
"2545G","2284",2.7
"2284","2544H",3.6
"2544R","2516",6.8
"2544R","2284",4.3
"2544R","2584",7.3
"2544R","2713",16.1
"2544V","2585",6.1
"2544V","2671",6.8
"3171","2545J",23.4
"2544K","2597",8
"2544G","2597",8.1
"2544S","2525",4.3
"2544S","2584",7.1
"2544S","2516",6.7
"2544S","2291",3
"2544J","2284",3.8
"2544R","2552",1.6
"2544T","2713",15.7
"2544T","2547",2.1
"2544H","2525",3.5
"2552","2532R",3.3
"2544J","2525",3.6
"2544J","1043",54.4
"2542J","2517",5.7
"2542J","2252",14.4
"2544M","2628",9.5
"2544S","2511",6.1
"2544S","2512",5.1
"2521","2544S",5.2
"2544S","2552",1.5
"2544S","2685",2.5
"2544R","2583",5.9
"2544X","2584",6.2
"2544X","2291",3.5
"2544H","2132",41.2
"2544J","1012",56.9
"2544R","2521",5.3
"2544C","2593",7.5
"2544C","2132",41.5
"2544X","2516",5.9
"2544X","2552",1
"2544J","2517",5.1
"2628","2544J",9.4
"2544K","2511",5.6
"2544K","2713",15.5
"2542J","2595",7
"2544T","2593",7.5
"2544T","2584",6.8
"2544H","2651",15.2
"2544M","2685",2.4
"2685","2544H",3.3
"2544K","2584",6.7
"2544W","2552",1.1
"2544C","2583",5.1
"2544C","2521",4.8
"2544T","2284",3.9
"2544T","2511",5.7
"2544T","2552",1.3
"2544R","2291",2.9
"2544M","1012",57.7
"2544R","2553",2
"2544C","2591",9.2
"2544R","2628",9.6
"2544R","2651",15.7
"2544C","2628",9.8
"2544J","2291",3.1
"2544M","2517",5.8
"2544V","2525",3.5
"2544T","2553",2.3
"2514","2544T",5.9
"2544C","5171",69.8
"2628","2544H",9.3
"2544R","2514",6.5
"2544X","2521",4.4
"2544S","2284",4.3
"2544K","2665",19.1
"2291","2544M",2.9
"2544G","2593",7.4
"2544V","2284",3.7
"2547","2544V",1.8
"2544K","2512",4.6
"2544K","2547",2
"2544K","2284",3.8
"2671","2544J",6.7
"2544V","2521",4.5
"2544V","2583",5.2
"2544K","2382",20.3
"2544K","2516",6.1
"2545D","2571",3
"2545D","2547",1.8
"2544C","2584",6.5
"2544C","2671",6.7
"2544H","2573",2.7
"2544K","2685",3.1
"2544T","2651",15.4
"2544K","2585",6.2
"2544K","2914",26
"2544V","2593",7.2
"2544H","2665",18.9
"2544H","2553",2.7
"2544R","3061",21.5
"2544K","2291",3
"2544R","2641",12.9
"2521","2532C",1.5
"2544M","2713",16
"2544M","2284",4.2
"2544X","2525",3.4
"2544K","2583",5.4
"2651","2543B",15
"2544R","1043",55.2
"2544R","2593",8.1
"2544R","2573",3.7
"2665","2544R",19.6
"2544V","2681",5.3
"2544S","2585",6.7
"2585","2543A",6.1
"2544S","2652",15.4
"2544S","2628",9.6
"2544T","2573",3.1
"2544K","1012",57
"2585","2543B",6.5
"2544M","2552",1.7
"2544V","1043",54.3
"2544V","2552",1.3
"2544V","2511",5.4
"2544V","3011",21
"2544X","2597",7.6
"2544T","2685",2.9
"2628","2543B",9
"2544M","2553",2.1
"2542J","2584",7.3
"2544R","2547",2.6
"2544C","2284",4.1
"2544H","3316",40.1
"2544V","2516",5.9
"2544V","2584",6.5
"2543A","2584",6.7
"2544V","2512",4.4
"2544C","3061",21.8
"2544K","2593",7.4
"2544C","2914",26.4
"2544G","3061",21.2
"2544S","5171",69.6
"2544H","2584",6.4
"2544J","5171",69.4
"2291","2544V",3.1
"2544R","2671",5.9
"2544R","3011",21.1
"2544T","2525",3.9
"2544J","2593",7.3
"2544X","2553",2.6
"2544C","2553",2.2
"2515","2545D",4.7
"2545D","2521",3.9
"2545D","2572",2.7
"2544X","3316",40.4
"2628","2544G",9.2
"2544X","5171",69.6
"2544K","3011",21
"2544K","2628",9.3
"2544K","2671",6.6
"2544T","2583",5.4
"2544J","2713",15.5
"2544S","2514",6.3
"2544R","2555",2.9
"2544R","2585",6.9
"2544X","2641",12.6
"2641","2544G",12.3
"2544S","3011",21.2
"2544K","2525",3.7
"2544S","2583",5.7
"2544M","2525",4.4
"2544C","2525",3.8
"2544M","2555",3
"2585","2544M",6.9
"2544V","2628",9.3
"2544T","3316",40.2
"2542J","3068",22
"2544K","2517",5.2
"2517","2543B",5.4
"2542J","2291",2.5
"2544V","2597",7.8
"2544W","2914",26.1
"2544J","2685",3.2
"2544J","2681",5.2
"2713","2544C",15.8
"2544X","3011",21.3
"2914","2544R",26.4
"2544M","2583",5.9
"2544T","1043",54.6
"2544T","2521",4.8
"2544T","2628",9.5
"2544R","2681",4.5
"2542J","2553",2.6
"2544M","5171",69.4
"2544S","2713",16
"2544J","3011",21.1
"2544G","2671",6.5
"2583","2533V",5.2
"2542J","2295",2.8
"2544V","2641",12.4
"2544V","2713",15.4
"2544R","2685",2.4
"2685","2545H",4.5
"2544K","2591",9.1
"2591","2545H",7.9
"2591","2544G",9.1
"2544T","2671",6.5
"2542J","1118",45.5
"2544R","2511",6.3
"2544N","2671",5.2
"2544J","2665",19.1
"2544V","2651",15.2
"3316","2545G",39.8
"2544X","2585",5.8
"3316","2543A",39.8
"2544X","2284",3.8
"2544R","2382",21
"2382","2543A",20
"2544V","2652",15
"2382","2544H",20.1
"2544W","2521",4.5
"2544W","2132",41.3
"2544K","5171",69.4
"2544J","2132",41.4
"2544J","2553",2.5
"2544G","2525",3.7
"2544C","3011",21.5
"2544R","2597",8.7
"2544R","2525",4.4
"2544V","2573",2.8
"2544G","3316",39.9
"2544H","2713",15.3
"2544K","3316",40.1
"2544K","2573",3
"2544X","2713",15.4
"2544X","2511",5.2
"2545D","2548",2.2
"2545D","2593",6.7
"2544M","2597",8.7
"2544G","2665",19
"2544S","2555",2.8
"2544X","2583",4.9
"2544X","2671",7
"2544V","3316",40.1
"2544T","2681",5
"2516","2544T",6.3
"2544G","2681",5.2
"2593","2543A",7.1
"2544S","2597",8.5
"2544W","2585",6
"2511","2544W",5.4
"2544W","2713",15.5
"2544H","3061",21.3
"2545G","3061",20.8
"2544M","2591",9.8
"2544M","2593",8.1
"2544V","2553",2.6
"2544C","2514",5.7
"2544G","2652",14.9
"2544G","2713",15.4
"2544G","2553",2.6
"2544X","2591",8.8
"2544C","1012",57
"2544G","2382",20.3
"2544H","2291",3.1
"2544R","3316",40.1
"2544T","2585",6.4
"2544T","2132",41.6
"2583","2543B",5.8
"2544R","2512",5.3
"2544S","1012",57.5
"1012","2544N",58.4
"2544X","3061",21.6
"2291","2544N",2.7
"2544G","2516",6.1
"2544S","2517",5.6
"2544S","2593",7.9
"2544S","2553",2
"2544S","2665",19.5
"2544G","2583",5.6
"2525","2543B",3.7
"2544K","2641",12.5
"2641","2543A",12.1
"2544R","2517",5.8
"2544J","3316",40.1
"2544R","5171",69.5
"5171","2545G",68.8
"2544K","2553",2.5
"2553","2543B",2.8
"2544S","2382",20.9
"2544T","3011",21.1
"2544W","2583",5.1
"2544G","5171",69.2
"2544H","2597",7.8
"2591","2544T",9.3
"2542J","1083",53.9
"2262","2542J",10.6
"2544C","2685",3.1
"2544V","2132",41.3
"2132","2543B",41.6
"2544C","2681",4.9
"2544W","2591",8.9
"2544H","2583",5.2
"2544T","2641",12.6
"2544S","2681",4.6
"2544C","2382",20.5
"2544T","2291",3.1
"2544S","2651",15.7
"2544X","2382",20.1
"2544X","2593",7.1
"2544G","2651",15.2
"2544M","3316",40
"2544K","2651",15.3
"2545D","2291",2.8
"2544W","2516",6
"2597","2544N",9.4
"2544S","2671",6.1
"3061","2543A",21
"2585","2544N",7.6
"2544G","1043",54.5
"1043","2543B",54.6
"2544K","2132",41.5
"2543B","3011",20.6
"2544W","2382",20.2
"2544J","2652",15.1
"2544V","2514",5.6
"2544W","3061",21.5
"2544M","2548",2.9
"2628","2532R",7.6
"2544X","2132",41.1
"2544V","2685",3.3
"3316","2532R",38.9
"2544S","3316",40.2
"2544T","5171",69.5
"2132","2543A",41.2
"2544J","2591",9
"2591","2544H",8.9
"2544R","1012",57.7
"2544T","2382",20.5
"2382","2544N",21.7
"2584","2543B",7
"2544V","2665",19
"2544X","2628",9.6
"2544J","2583",5.3
"2583","2544N",6.5
"2544M","2651",15.6
"2542J","2596",7.4
"2628","2543A",8.9
"2544T","3061",21.5
"3061","2543B",21
"2544S","2573",3.5
"2132","2545G",40.2
"2544W","2652",15.2
"3061","2545J",20.9
"2544G","2517",5.3
"2544X","2555",2.7
"2544X","2651",15.4
"2542N","2521",5.2
"3316","2543B",39.6
"2544M","2512",5.3
"2544M","2671",5.9
"2544X","2547",1.5
"2544V","2591",8.9
"2544G","2284",3.7
"2544K","3061",21.4
"2593","2543S",7.3
"2544T","2517",5.3
"2544M","3011",21.1
"2542J","2678",7.1
"2544T","2597",8.1
"2544K","2514",5.7
"2544C","1043",54.5
"1043","2545G",53.2
"2544C","2597",7.9
"2545D","2512",4
"2548","2542E",1.7
"2544C","3316",40.5
"2544K","2555",2.9
"2585","2545H",5.8
"2544W","2553",2.5
"2544W","2628",9.5
"5171","2544N",69.4
"2544J","3061",21.4
"2544W","2525",3.6
"2544S","3061",21.6
"2544K","2681",5.2
"2544M","3061",21.4
"2544V","2914",25.9
"2544W","2671",6.8
"2544X","2685",3.5
"2544T","2555",2.8
"2544M","2665",19.5
"2544H","3011",21
"2713","2542K",15.3
"2651","2545G",14.4
"2544T","2665",19.2
"2284","2544N",4.7
"2544X","1012",56.6
"2583","2533S",4.6
"2544W","2284",3.8
"2544C","2641",12.9
"2544W","2593",7.2
"2593","2532B",5.2
"2584","2545H",6.6
"2544C","2652",15.5
"2544T","2914",26.2
"2583","2542E",6.3
"2544S","2547",2.4
"2544V","3061",21.4
"2544X","2665",19.1
"2544M","1043",55.2
"2544H","5171",69.4
"2544C","2517",5
"2544J","2651",15.3
"2542J","2282",5.4
"2542J","4284",58
"2545D","2555",3.6
"2713","2543B",15.3
"2544H","2652",15
"2532T","2552",3.6
"2685","2543A",3.4
"2544R","2591",9.8
"2544W","2573",2.7
"2544S","2914",26.4
"2542J","1101",55.4
"1012","2544T",57.1
"1012","2543B",57
"2544H","2671",6.8
"2544X","2573",2.6
"2544W","2291",3.3
"2544J","2914",26
"2545D","2511",5
"2681","2545D",6
"2517","2544N",6.5
"2132","2545H",40.3
"2544S","1043",55
"2544R","2652",15.4
"2544H","2517",4.9
"2544M","2652",15.3
"2713","2533S",13.5
"2542J","2681",5
"2681","2542E",5.6
"2544M","2132",42.2
"2544T","2652",15.2
"2544V","5171",69.4
"5171","2533V",68.1
"2544J","2641",12.5
"2542J","2713",15.6
"2544V","2555",2.9
"2544J","2382",20.3
"2544W","2547",1.7
"2544S","2591",9.7
"2525","2545H",2.5
"2543S","2291",2.4
"2544V","1012",56.8
"2544X","2652",15.2
"2544V","2517",5
"2553","2543A",2.9
"2543A","2713",15.1
"2544H","2914",25.9
"2583","2543A",5.5
"2542J","2724",17.4
"2544C","2516",6.3
"2544W","2597",7.8
"2597","2543V",8.4
"2533S","2284",2.4
"2544W","2641",12.6
"2544X","2517",4.7
"2544X","2512",4.2
"2291","2542N",1.9
"2542J","2675",4
"2675","2545G",5.6
"2544H","2585",6
"2628","2532B",7.3
"2525","2543V",3.9
"2544V","2382",20.2
"2544M","2641",12.8
"2641","2533S",11.1
"2543B","2641",12.2
"2542J","2571",4
"2713","2545G",14.3
"2553","2532C",5.7
"2544W","3316",40.3
"3316","2544N",39.8
"1043","2544N",55.9
"2544R","2132",42.2
"2132","2544G",41.5
"1043","2543A",54.2
"2544W","2681",5.2
"2544X","2514",5.3
"2544K","1043",54.5
"2532C","2552",3.8
"2544W","2512",4.4
"2544W","2651",15.4
"2544C","2651",15.7
"2544S","2641",12.9
"2544G","2685",3.1
"2544W","2514",5.5
"2521","2532R",2.3
"2544K","2652",15.1
"2542J","2671",6.1
"2641","2544H",12.4
"2382","2542J",20.6
"2553","2545G",3.7
"2544W","2555",2.7
"2544M","2382",21
"2544X","2681",5.4
"2685","2543B",3.1
"2544C","2585",6.1
"2544M","2914",26.3
"2544H","2593",7.1
"2591","2543B",9.2
"2532C","2284",1.4
"2516","2532R",3.7
"2532C","2671",9.3
"2914","2543A",25.6
"2914","2542J",25.9
"2544L","2525",4.6
"2382","2545G",19
"2545J","2628",8.8
"2544H","1043",54.2
"2544S","2132",42
"2291","2545H",2.7
"2571","2545J",2.3
"2533B","2382",18.5
"3011","2543A",20.7
"3316","2533S",39.8
"3316","2543S",39.4
"3316","2543T",39.5
"2521","2532B",2.3
"2593","2545J",6.1
"2544W","3011",21.2
"2532C","2511",3
"2525","2543S",3.5
"2543S","2585",6.4
"2914","2545G",25.1
"2544H","2681",5.4
"2552","2532B",3.5
"2544N","2132",42.9
"1012","2543A",56.7
"2545H","2652",13.5
"2544W","2517",4.9
"2543V","2593",7.6
"2585","2532R",5.2
"2525","2544N",5.1
"2597","2543A",7.9
"2544G","2914",25.9
"2514","2532R",4.2
"2545H","2713",13.8
"2545D","3171",22.9
"2517","2543A",5.1
"3011","2542J",20.6
"2652","2532R",13
"2516","2532C",2.9
"2591","2543A",8.8
"2545D","9711",202.8
"2544D","2516",6.3
"3011","2532R",19.6
"2597","2542J",8.6
"2542J","2628",9
"2545G","2724",16.1
"2914","2544L",26.2
"2542J","2652",14.8
"2545D","2566",4.2
"2545D","2517",4.8
"2544X","2914",26.1
"2597","2532R",6.7
"2545H","2671",7.5
"2382","2543B",20.3
"2583","2545C",4.1
"2544W","1012",56.8
"2533B","2671",8
"3011","2545G",20.6
"2544C","2665",19.4
"2553","2543V",2.7
"3011","2543V",20.6
"2545D","2627",9.6
"2545A","2382",19.6
"2544R","4284",58.5
"2681","2543B",5.3
"2628","2542E",8.3
"2543S","2516",5.8
"2665","2544L",19.4
"2665","2545G",18
"2665","2544N",19.9
"3061","2533V",20.2
"2597","2533S",6.1
"2544W","2665",19.1
"5171","2543A",69
"2544N","2652",15.5
"2544T","2512",4.7
"2545G","2671",7.7
"2533S","2665",17.4
"2713","2542N",15.5
"3316","2545J",39.9
"2571","2533J",2.1
"2545D","2625",7.6
"2544X","1043",54.1
"2585","2542J",6.8
"2552","2545J",1.9
"2665","2543A",18.7
"2545D","2552",1.9
"2914","2533S",24.6
"2685","2533S",5.4
"2517","2533S",3.5
"2681","2532R",7.7
"3316","2545C",40.8
"2543V","2521",4.8
"2641","2545G",11.5
"2525","2532R",1.6
"2548","2544H",2.7
"1012","2532R",54.8
"2583","2532B",5.8
"2585","2542E",6.9
"2545D","2565",3.5
"2533H","2553",4.8
"2545D","1816",72.3
"2545D","2596",6.3
"2545D","2678",7.9
"2678","2533J",8.9
"2652","2543B",14.7
"2665","2542J",19
"2545G","2652",14.3
"2533S","2553",4.6
"2544R","2262",11
"2914","2544N",26.6
"3011","2542E",20
"2333","2545N",18.6
"2542N","2628",8.7
"2525","2533S",1.4
"2652","2543V",14.8
"2545A","2665",18.9
"2544L","2584",7.7
"2591","2545C",7.9
"2542E","2521",4.6
"2252","2533S",11.7
"2553","2545A",3
"2651","2543A",14.9
"2593","2533S",5.1
"2545D","2492",9.8
"2713","2543S",15
"2585","2545J",5.2
"2545D","2514",5.2
"2593","2544L",8.4
"2533S","2132",39.2
"2512","2544L",5.6
"2713","2532R",13
"2525","2533B",2
"2132","2542N",42.2
"2685","2544N",1.7
"2544J","2675",4.7
"2545C","4284",58.4
"2544N","2628",9.7
"2544W","1043",54.3
"2542J","2284",3.8
"2533V","2685",5.3
"2542J","2274",7.4
"2532B","2516",3.6
"2542J","2672",5.9
"2591","2545A",8.3
"2291","2542K",2.1
"2671","2542E",6.2
"2545D","2585",5.9
"2713","2543V",15.4
"2585","2533V",5
"2681","2544N",4.1
"2713","2542E",15
"2533V","2525",1.6
"2651","2544N",15.9
"2517","2533B",4.3
"1043","2545J",53.2
"2545J","2284",2.9
"2545D","2516",5.3
"2544W","2685",3.3
"1012","2533V",54.9
"2545D","2742",24.3
"2545D","2717",14.3
"2532B","2685",5.6
"2532C","3316",38.9
"2291","2545P",3.3
"2544W","5171",69.6
"2521","2543S",4.4
"2545X","2671",7.5
"2548","2533L",2.6
"2532C","2628",7.5
"2543V","2628",9
"2542E","2282",4.9
"2544G","1012",57
"2545D","2288",4.8
"2665","2545H",17.4
"2545V","9711",202.5
"2544N","2553",2
"2545D","2253",16.2
"2525","2542E",3.8
"2641","2532R",10.2
"2585","2542N",7.3
"2544N","2584",8
"2291","2532B",3.4
"2545D","3521",57.6
"2544R","2548",3
"3316","2532B",38.6
"2713","2532B",12.8
"2291","2543V",2.5
"2525","2542N",4.4
"2685","2542K",2.9
"2584","2532B",6.3
"2583","2545G",5
"2543A","2671",6.7
"2713","2544L",16
"2724","2543B",17.1
"2543V","2583",5.9
"2514","2543S",5.8
"2544N","2713",16.5
"2545D","3015",20.1
"2525","2532B",1.7
"2685","2545C",4.4
"2628","2542K",8.6
"2583","2532R",5.6
"2641","2544N",13.1
"2543V","2571",3.8
"2543V","2511",5.9
"2543A","2672",6.6
"2543R","2678",7.6
"2543R","2285",2.5
"2543R","2513",4.7
"2543X","2571",4.2
"2543G","2593",8.1
"2571","2543G",4.3
"2543G","2291",2.3
"2543G","2547",2.9
"2543G","2511",6.4
"2543S","2511",5.5
"2543R","2671",6.8
"2543C","2671",6
"2543C","2571",4
"2543E","2678",6.9
"2543E","2511",6.4
"2543C","3011",20.7
"2543C","3047",13.7
"3047","2543B",13.6
"2543C","2565",4.1
"2543C","2291",2.5
"2543C","3142",12.4
"2543C","2547",2.6
"2543C","2593",7.9
"2543R","2593",7
"2543R","2672",6.6
"2291","2543X",2.5
"2543S","2594",7.9
"2543S","2547",2.3
"2545D","1119",42.6
"2542K","2678",6.9
"2543E","2514",6.6
"2543E","2291",2.5
"2543E","2547",2.8
"2543S","3142",12.7
"2542K","2262",10.5
"2542K","2571",4
"2542K","4284",57.6
"2542K","2553",3
"2543R","2803",29.1
"2543R","2512",4.3
"2543R","2511",5.3
"2543S","2571",3.5
"2543S","2553",3.1
"2543T","2565",4
"2543T","2547",2.4
"2543G","2512",5.4
"2543T","2521",4.6
"2543T","2511",5.7
"2543T","3142",12.6
"2543T","2512",4.7
"2543T","2291",2.4
"2543C","2678",7.1
"2543C","2629",10.9
"2543B","2672",6.2
"2543G","2582",6.6
"2543G","2285",3.2
"2543E","2593",8.2
"2285","2543T",2.7
"2543C","2511",6.1
"2543C","2521",5.1
"2543R","2521",4.2
"2543R","3011",20.5
"2543T","2596",7
"2543T","2594",8
"2543C","2596",7.4
"2543C","2594",8.5
"2543R","2547",2
"2543R","3142",12.9
"2543E","2571",4.3
"2543C","2909",24.2
"2543C","2553",2.5
"2543B","3142",12.7
"2543S","2285",2.5
"2285","2543B",2.8
"2543R","2571",3.3
"2543T","2582",6
"2582","2543B",5.9
"2543X","2547",2.7
"2543E","2909",24.2
"2543X","2596",7.6
"2672","2543X",5.7
"2543T","2525",3.7
"2543A","2594",7.7
"2543C","2597",8.6
"2543X","2525",4.3
"2543X","2521",5.2
"2543G","2517",6.1
"2543G","2548",2.4
"2543R","2597",7.9
"2543E","2596",7.7
"2543E","2672",5.6
"2543R","2555",3.4
"2291","2543R",2.7
"2543A","3142",13
"2543C","2285",3.2
"2542K","2724",17.1
"2543T","2553",2.9
"2543T","2672",6.2
"2543V","2512",4.9
"2543A","3047",13.7
"3142","2533B",13.7
"2543C","2582",6.3
"2543X","2513",5.6
"3142","2543X",12.3
"2543S","3011",20.4
"2543A","2285",2.7
"2543X","2593",8
"2543X","2285",3.2
"2543X","2511",6.2
"2543X","2512",5.2
"2543S","2803",29.1
"2543G","3142",12.1
"2543G","2555",3.5
"2543C","2513",5.5
"2543X","2803",29.8
"2542K","2517",5.9
"2543X","2678",7
"2543X","2553",2.5
"2543C","2517",5.8
"2531H","2547",2.8
"2543V","3047",13.6
"2543V","2594",8.2
"2543V","2285",2.9
"2543E","2803",30
"2543S","2548",2.1
"2543G","2521",5.3
"2543E","3011",20.7
"2543E","2285",3.4
"2543G","2629",10.7
"2543T","2555",3.5
"2543B","2803",29.4
"2543B","2629",10.7
"2543V","3142",12.6
"2713","2545P",14
"2543T","2571",3.7
"3142","2543E",12.2
"2543B","2513",5.1
"2543V","2517",5.6
"2543S","2671",6.5
"2543R","2548",2.2
"2543G","2672",5.5
"2542T","2553",3.6
"2543E","2553",2.4
"2543G","2553",2.6
"2545D","1435",38
"2543E","2555",3.3
"2543V","2671",6.2
"2543V","2672",6.1
"2543V","2547",2.4
"2543S","2555",3.6
"2543T","3011",20.4
"2543E","2521",5.3
"2543S","3047",13.4
"2543V","2548",2.4
"2543E","2582",6.5
"2543T","2909",23.8
"2543C","2548",2.5
"2542K","3072",21.5
"2543E","2565",4.3
"2543S","2672",6.3
"2545D","2563",3.1
"2543V","2678",7.2
"2543R","3047",13.6
"2543T","2597",8.3
"2543X","3011",20.7
"2543C","2512",5.1
"2543A","2596",6.7
"2543R","2525",3.3
"2544H","2571",3.2
"2542E","2262",10.3
"2543V","2596",7.2
"2543A","2582",5.6
"2543X","2594",8.6
"2542K","3068",21.6
"2543V","2513",5.2
"2543G","2671",5.7
"2543R","2517",5.1
"2543G","2513",5.8
"2678","2545J",8.5
"2543T","2678",7.3
"2909","2544J",24.5
"2543X","2597",8.7
"2543X","2671",5.9
"2543S","2512",4.5
"2542K","2548",2
"2543G","3011",20.5
"2543R","2596",6.6
"2543R","2553",3.1
"2543B","2594",8
"2531V","2571",1.9
"2543R","2582",5.7
"2543G","2596",7.7
"2543V","2803",29.5
"2542N","2285",3
"2543E","2512",5.4
"2543X","2555",3.3
"2543V","2582",6.1
"2543T","3047",13.5
"2543S","2909",23.8
"2543S","2596",6.9
"2543V","2909",24
"2543X","2582",6.4
"2543T","2593",7.4
"2295","2543B",3
"2543R","2629",10.6
"2543E","2548",2.6
"2543G","2909",24
"2543G","2597",8.9
"2545D","3511",58.1
"2543G","2565",4.5
"2543C","2803",29.8
"2543B","2678",7.4
"2545D","2513",4.4
"2513","2544G",5
"2596","2542E",7.3
"2531H","2511",3.2
"2582","2544H",5.4
"2543T","2517",5.5
"2543B","2671",6.4
"2545D","2285",2.3
"2543X","2565",4.2
"2543R","2514",5.5
"2543V","2514",6.1
"2543X","2909",24.2
"2542K","2333",20.3
"2543R","2909",23.9
"2545G","2803",28.6
"2545D","2564",2.7
"2543E","2594",8.7
"2543E","2671",5.7
"2543X","2517",5.9
"2517","2543S",5.4
"2543V","2284",3.6
"2543E","2513",5.8
"2543S","2513",5
"2543G","2594",8.7
"2545D","2718",15.6
"2543S","2582",6
"2545D","1012",56.3
"2803","2543A",29.3
"2543T","2671",6.4
"2542K","2252",14.3
"2545J","2517",4.2
"2542C","2291",2.1
"2543C","2672",5.8
"2543T","2513",5.1
"2543E","2517",6
"2525","2542K",4
"2531H","2582",5.1
"2543R","2594",7.6
"2543T","2514",5.9
"2543E","2525",4.4
"2543S","2678",7.3
"2543C","2525",4.2
"2543C","2514",6.3
"2543G","2514",6.6
"2543G","2803",29.8
"2513","2542E",5.3
"2543T","2629",10.6
"2543X","2548",2.6
"2543A","2629",10.8
"2531H","2571",2.4
"2543S","2565",3.9
"2543A","2678",7.7
"2594","2542E",8.2
"2543X","3047",13.7
"3047","2545G",13.7
"2555","2542K",3.8
"2542K","2511",6
"2803","2542E",29
"2542T","2291",2.2
"2543X","2629",10.9
"2531X","2553",5.4
"2542J","2515",5.8
"2542E","2675",4
"2543E","3047",13.7
"2542E","2553",3.3
"2543C","2555",3.3
"2382","2532R",17.9
"2543T","2548",2.2
"2543R","2565",3.7
"2672","2545H",7.3
"2543V","2629",10.7
"2543E","2629",10.9
"2803","2542J",29.7
"2542J","2629",10.8
"2291","2544L",2.4
"2545D","2597",7.6
"2543G","2678",6.7
"2542J","2285",3
"2543X","2514",6.5
"2533C","2553",4.9
"2544C","3142",13.3
"2675","2546V",6.6
"2543G","2525",4.4
"2295","2533C",4.5
"2672","2544C",6.6
"2678","2542E",6.8
"2672","2545G",7.5
"1119","2545N",42
"2543E","2597",8.9
"2582","2544E",5.5
"2543T","2803",29.3
"2803","2533B",28
"2533B","2291",3.3
"2543S","2629",10.5
"2288","2533J",3.6
"2542K","2512",5
"2515","2542N",6.1
"2542K","2282",5.2
"2531H","2291",3.9
"2542K","2554",4.4
"2678","2545H",7.9
"2285","2542E",2.4
"2542J","2594",8.4
"2593","2533V",5.3
"2672","2544E",6.5
"2544E","3142",13.3
"2651","2533V",13.5
"2285","2542K",2.7
"2548","2533V",2.3
"2513","2544J",4.8
"2531X","2571",1.6
"1118","2533A",43.3
"2713","2533C",13.1
"2531X","2547",2.2
"2629","2533S",10.6
"2724","2533S",15.2
"2594","2533S",5.7
"2543S","2597",8.2
"2533V","2671",8.4
"2295","2543A",3.3
"2253","2543B",17
"2285","2531H",1.4
"2671","2533L",8.9
"2594","2544E",8.2
"2333","2544H",19.7
"2543V","2565",4
"2291","2533V",3.5
"2543G","3047",13.4
"2678","2544E",8
"2545H","2285",1.5
"2545D","2711",15.3
"2545D","2628",8.7
"3068","2543B",21.9
"2571","2533H",2.3
"2629","2531V",9.9
"2585","2545N",5.4
"2542E","2291",1.9
"2253","2544E",17.2
"2531H","2521",1.7
"2542C","2521",4.4
"2544J","3142",13.1
"2672","2544J",6.5
"3047","2533B",13.3
"2545D","1118",44.4
"2596","2542N",7.8
"2671","2545N",7.7
"2544C","2582",5.4
"2542T","2285",2
"2597","2542N",9.1
